rating,score_tag,agreement,subjectivity,confidence,irony,anger,joy,fear,sadness,surprise
1,N,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.695426344871521,0.056228704750538,0.022857524454594,0.219516038894653,0.005971319042146
1,NEU,DISAGREEMENT,SUBJECTIVE,94,NONIRONIC,0.533152222633362,0.02739535830915,0.060688905417919,0.373966157436371,0.004797354806215
1,P,DISAGREEMENT,SUBJECTIVE,84,NONIRONIC,0.694952130317688,0.017025340348482,0.053843557834625,0.225204527378082,0.008974498137832
1,NEU,DISAGREEMENT,SUBJECTIVE,83,NONIRONIC,0.828256726264954,0.012576160021126,0.024486687034369,0.121226198971272,0.013454250060022
1,N,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.538995683193207,0.062555901706219,0.132826611399651,0.209442019462585,0.056179765611887
1,NEU,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.741191148757935,0.008563273586333,0.03087892383337,0.213061362504959,0.006305288989097
1,P,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.408179402351379,0.040921401232481,0.132410734891891,0.403035283088684,0.015453198924661
1,N,AGREEMENT,SUBJECTIVE,92,NONIRONIC,0.733176648616791,0.051929421722889,0.084066048264504,0.128179207444191,0.002648672321811
1,P,AGREEMENT,SUBJECTIVE,92,NONIRONIC,0.616027414798737,0.011112217791379,0.085915923118591,0.278877854347229,0.008066616021097
1,N,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.162954390048981,0.255770742893219,0.078044787049294,0.480093687772751,0.023136362433434
1,N,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.571986973285675,0.12268853187561,0.076797910034657,0.205126628279686,0.023399954661727
1,P,DISAGREEMENT,SUBJECTIVE,92,NONIRONIC,0.668207168579102,0.061166577041149,0.026495177298784,0.168780937790871,0.075350061058998
1,N,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.530313551425934,0.054501444101334,0.024818344041705,0.348266243934631,0.042100377380848
1,N,DISAGREEMENT,SUBJECTIVE,92,NONIRONIC,0.311307400465012,0.053102165460587,0.054602138698101,0.529583394527435,0.051404904574156
1,N,AGREEMENT,SUBJECTIVE,90,IRONIC,0.463119864463806,0.034127935767174,0.058266945183277,0.425817131996155,0.018668171018362
1,N,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.391619980335236,0.126137241721153,0.154597997665405,0.304304450750351,0.023340318351984
1,NEU,DISAGREEMENT,SUBJECTIVE,94,NONIRONIC,0.338946580886841,0.217338770627975,0.07118459045887,0.343661665916443,0.028868380934
1,N,AGREEMENT,SUBJECTIVE,92,NONIRONIC,0.179123520851135,0.102964147925377,0.26031482219696,0.427137792110443,0.030459709465504
1,NEU,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.108729787170887,0.16379602253437,0.109725549817085,0.539324164390564,0.078424483537674
1,P,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.331284523010254,0.076064422726631,0.162662327289581,0.405635952949524,0.024352803826332
1,P,DISAGREEMENT,SUBJECTIVE,84,IRONIC,0.588764369487762,0.100721836090088,0.049827963113785,0.069944269955158,0.19074159860611
1,N,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.610795259475708,0.036148194223642,0.136948764324188,0.212905794382095,0.003201988292858
1,P,DISAGREEMENT,SUBJECTIVE,94,NONIRONIC,0.656695902347565,0.04940977320075,0.030939098447561,0.231353968381882,0.031601257622242
1,N,AGREEMENT,SUBJECTIVE,82,IRONIC,0.261343002319336,0.135274067521095,0.053309783339501,0.48164838552475,0.06842478364706
1,N,DISAGREEMENT,SUBJECTIVE,94,NONIRONIC,0.647057056427002,0.016241131350398,0.037381242960692,0.289542138576508,0.009778490290046
1,N,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.642368614673615,0.010163777507842,0.03333267942071,0.310657680034637,0.00347726047039
1,N,DISAGREEMENT,SUBJECTIVE,94,NONIRONIC,0.630053400993347,0.018529830500484,0.145119220018387,0.181590721011162,0.02470681257546
1,NEU,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.473074734210968,0.061890915036202,0.052081905305386,0.360058099031448,0.052894327789545
1,P,DISAGREEMENT,SUBJECTIVE,73,IRONIC,0.785111248493195,0.025327323004603,0.060035564005375,0.112138018012047,0.017387848347426
1,P,DISAGREEMENT,SUBJECTIVE,74,IRONIC,0.50379741191864,0.042654350399971,0.192669361829758,0.222976103425026,0.037902794778347
1,N,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.583040833473206,0.044667471200228,0.03441184386611,0.319281399250031,0.018598519265652
1,P,DISAGREEMENT,SUBJECTIVE,84,IRONIC,0.71623682975769,0.03403739631176,0.038563944399357,0.205381587147713,0.005780253559351
1,N,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.443937242031097,0.15896363556385,0.214993715286255,0.147436156868935,0.034669294953346
1,P,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.602885544300079,0.05621799826622,0.035091899335384,0.291716337203979,0.014088239520788
1,P,DISAGREEMENT,SUBJECTIVE,82,IRONIC,0.648411154747009,0.02121695317328,0.020623471587896,0.296069025993347,0.013679355382919
1,NEU,DISAGREEMENT,SUBJECTIVE,84,IRONIC,0.611303925514221,0.04232918843627,0.075177513062954,0.223938375711441,0.047250963747501
1,N,DISAGREEMENT,OBJECTIVE,94,NONIRONIC,0.511840105056763,0.123578026890755,0.079379603266716,0.248546823859215,0.036655448377133
1,N,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.443679332733154,0.081779696047306,0.183387383818626,0.276386380195618,0.014767146669328
1,N,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.873285233974457,0.00763528002426,0.005647569429129,0.062419798225165,0.051012147217989
1,N,AGREEMENT,SUBJECTIVE,92,NONIRONIC,0.504188001155853,0.098539412021637,0.105166018009186,0.281506508588791,0.010600045323372
1,N,DISAGREEMENT,SUBJECTIVE,94,NONIRONIC,0.603981733322144,0.011189025826752,0.199877038598061,0.183163926005363,0.001788269495592
1,N,DISAGREEMENT,SUBJECTIVE,84,NONIRONIC,0.715162694454193,0.01301152817905,0.019953353330493,0.248056009411812,0.003816352458671
1,P,DISAGREEMENT,SUBJECTIVE,84,NONIRONIC,0.413110196590424,0.269140660762787,0.041798487305641,0.25256210565567,0.02338856831193
1,NEU,DISAGREEMENT,SUBJECTIVE,94,NONIRONIC,0.61730694770813,0.028264120221138,0.129769518971443,0.215913221240044,0.008746158331633
1,N,AGREEMENT,OBJECTIVE,92,NONIRONIC,0.711866736412048,0.028753599151969,0.172105357050896,0.074293576180935,0.012980734929442
1,P,DISAGREEMENT,OBJECTIVE,86,NONIRONIC,0.274442374706268,0.016571220010519,0.195947542786598,0.509176731109619,0.003862106241286
1,N,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.796595335006714,0.00386039307341,0.013790760189295,0.184788182377815,0.000965336570516
1,N,DISAGREEMENT,SUBJECTIVE,73,IRONIC,0.158276930451393,0.189616978168488,0.359296441078186,0.265806674957275,0.027003010734916
1,N,DISAGREEMENT,SUBJECTIVE,73,IRONIC,0.451119303703308,0.073025360703468,0.029933361336589,0.325059413909912,0.120862528681755
1,N+,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.219185352325439,0.15845388174057,0.150122299790382,0.454216569662094,0.018021959811449
1,NEU,DISAGREEMENT,SUBJECTIVE,81,NONIRONIC,0.67374587059021,0.048175282776356,0.090674333274365,0.178768217563629,0.008636326529086
1,N,AGREEMENT,SUBJECTIVE,90,NONIRONIC,0.296458274126053,0.1527309268713,0.039344497025013,0.278685927391052,0.232780396938324
1,N,AGREEMENT,SUBJECTIVE,89,NONIRONIC,0.620712518692017,0.034224011003971,0.068572863936424,0.226594418287277,0.049896258860827
1,NEU,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.546058058738709,0.063994489610195,0.065146386623383,0.318409383296967,0.006391638424248
1,N,DISAGREEMENT,SUBJECTIVE,91,NONIRONIC,0.458005368709564,0.089679658412933,0.073407806456089,0.342883735895157,0.036023449152708
1,P,DISAGREEMENT,SUBJECTIVE,94,NONIRONIC,0.365633964538574,0.21109838783741,0.061331447213888,0.233667820692062,0.128268331289291
1,N,DISAGREEMENT,SUBJECTIVE,83,NONIRONIC,0.457632035017014,0.032609857618809,0.0243199467659,0.476333826780319,0.009104323573411
1,P,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.513598501682282,0.14812146127224,0.081725470721722,0.225689202547073,0.030865350738168
1,N,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.595627427101135,0.008480153046548,0.082404591143131,0.255744636058807,0.057743236422539
1,N,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.58353316783905,0.019612178206444,0.026143126189709,0.326263964176178,0.044447559863329
1,N,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.637896776199341,0.074638560414314,0.060156542807818,0.190828785300255,0.036479361355305
1,P,AGREEMENT,SUBJECTIVE,92,NONIRONIC,0.185265570878983,0.311805844306946,0.098391637206078,0.176967933773994,0.227569058537483
1,NEU,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.239732295274734,0.491756975650787,0.048598777502775,0.164253130555153,0.055658847093582
1,N,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.810971140861511,0.025355011224747,0.033017538487911,0.114711456000805,0.015944823622704
1,P,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.903329968452454,0.001310007413849,0.007795732002705,0.082210086286068,0.005354180466384
1,N,DISAGREEMENT,SUBJECTIVE,82,IRONIC,0.559118270874023,0.053281739354134,0.13252680003643,0.231627866625786,0.02344536036253
1,N,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.651865601539612,0.004515624605119,0.040920820087195,0.296827793121338,0.005870209075511
1,N,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.857970416545868,0.008102764375508,0.040249671787024,0.081053711473942,0.012623471207917
1,N,DISAGREEMENT,SUBJECTIVE,94,NONIRONIC,0.589699506759644,0.01410567201674,0.045902233570814,0.344713360071182,0.005579248536378
1,NEU,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.209826126694679,0.119229912757874,0.100516729056835,0.500908553600311,0.069518730044365
1,NEU,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.494915246963501,0.097067773342133,0.043765433132649,0.225019425153732,0.139232128858566
1,P,DISAGREEMENT,SUBJECTIVE,94,NONIRONIC,0.548982858657837,0.060237169265747,0.072232693433762,0.254101604223251,0.064445704221726
1,P,AGREEMENT,SUBJECTIVE,92,NONIRONIC,0.617066144943237,0.023704294115305,0.028676103800535,0.328399121761322,0.002154311863706
1,N,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.491592705249786,0.090637989342213,0.069778643548489,0.300863683223724,0.047127012163401
1,NEU,DISAGREEMENT,SUBJECTIVE,73,IRONIC,0.470474898815155,0.122246772050858,0.100199058651924,0.25444084405899,0.052638411521912
1,NEU,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.525477945804596,0.074376203119755,0.107851624488831,0.275406658649445,0.016887601464987
1,P,DISAGREEMENT,SUBJECTIVE,94,NONIRONIC,0.369077622890472,0.08147931098938,0.225731372833252,0.30679315328598,0.016918506473303
1,P,DISAGREEMENT,OBJECTIVE,83,NONIRONIC,0.3058902323246,0.048367246985436,0.109037160873413,0.319908052682877,0.216797292232513
1,N,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.418773144483566,0.091040939092636,0.093074642121792,0.379256576299667,0.017854647710919
1,N+,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.5304154753685,0.024363970384002,0.038869574666023,0.401772171258926,0.004578874446452
1,P,AGREEMENT,SUBJECTIVE,82,IRONIC,0.386109828948975,0.120629161596298,0.279606580734253,0.191690176725388,0.021964250132442
1,P,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.691426157951355,0.012623501010239,0.053193017840386,0.240251496434212,0.002505851211026
1,N,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.436243712902069,0.042049713432789,0.129531741142273,0.372622549533844,0.019552307203412
1,N,AGREEMENT,SUBJECTIVE,90,NONIRONIC,0.620310127735138,0.037747099995613,0.076483190059662,0.256372630596161,0.0090869423002
1,N,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.491158723831177,0.015297826379538,0.051670666784048,0.431483030319214,0.010389748029411
1,N,AGREEMENT,SUBJECTIVE,92,NONIRONIC,0.775814712047577,0.034593872725964,0.014239056035876,0.167972207069397,0.007380142807961
1,P,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.52990049123764,0.054886940866709,0.111544415354729,0.289411425590515,0.014256708323956
1,N+,DISAGREEMENT,SUBJECTIVE,84,NONIRONIC,0.490037798881531,0.025621712207794,0.092257231473923,0.347125142812729,0.044958151876927
1,P,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.354766309261322,0.047603711485863,0.054087091237307,0.355709493160248,0.187833324074745
1,P,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.771967887878418,0.014951817691326,0.01780316233635,0.177036687731743,0.018240477889776
1,N,DISAGREEMENT,SUBJECTIVE,83,NONIRONIC,0.630514264106751,0.01776010915637,0.034410662949085,0.273955732584,0.043359242379665
1,P,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.645632028579712,0.03827153518796,0.02939236164093,0.203899368643761,0.082804650068283
1,N,DISAGREEMENT,SUBJECTIVE,84,NONIRONIC,0.745334625244141,0.010778369382024,0.021746799349785,0.21125066280365,0.010889554396272
1,N+,AGREEMENT,SUBJECTIVE,92,NONIRONIC,0.244325965642929,0.233290135860443,0.052877314388752,0.284862518310547,0.18464407324791
1,NEU,DISAGREEMENT,SUBJECTIVE,84,NONIRONIC,0.346393793821335,0.042779833078384,0.025403443723917,0.557864665985107,0.027558337897062
1,N,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.870973944664001,0.003921224735677,0.008880374021828,0.115080147981644,0.001144236768596
1,N,AGREEMENT,SUBJECTIVE,82,IRONIC,0.514562666416168,0.086175225675106,0.111632890999317,0.278068155050278,0.009561067447066
1,P,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.604990720748901,0.027384746819735,0.061022840440273,0.23976257443428,0.066839158535004
1,P,DISAGREEMENT,SUBJECTIVE,73,IRONIC,0.423783034086227,0.058809503912926,0.114316552877426,0.363872766494751,0.03921814635396
1,N,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.242345690727234,0.051300168037415,0.038687217980623,0.246085166931152,0.42158168554306
1,NEU,DISAGREEMENT,SUBJECTIVE,84,NONIRONIC,0.265682995319366,0.012831390835345,0.177044838666916,0.49814048409462,0.046300269663334
1,NEU,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.352461457252502,0.040354736149311,0.099966995418072,0.494214355945587,0.013002424500883
1,P,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.570588231086731,0.052268542349339,0.071543179452419,0.197353065013886,0.108246967196465
1,N,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.753814697265625,0.036767207086086,0.031682167202234,0.176656782627106,0.0010791788809
1,NEU,DISAGREEMENT,SUBJECTIVE,94,NONIRONIC,0.490684270858765,0.139032736420631,0.043429303914309,0.315796792507172,0.011056856252253
1,P,DISAGREEMENT,SUBJECTIVE,81,IRONIC,0.590924263000488,0.052266612648964,0.077072001993656,0.271345019340515,0.008392072282732
1,P,DISAGREEMENT,SUBJECTIVE,91,NONIRONIC,0.059779420495033,0.642816185951233,0.023225549608469,0.132600754499435,0.141578167676926
1,NEU,DISAGREEMENT,SUBJECTIVE,84,NONIRONIC,0.677870035171509,0.024992749094963,0.036782309412956,0.246689677238464,0.013665212318301
1,N,DISAGREEMENT,SUBJECTIVE,73,IRONIC,0.792516708374023,0.045317981392145,0.031043918803334,0.121551603078842,0.009569823741913
1,NEU,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.448372155427933,0.119926646351814,0.062286645174027,0.279086500406265,0.090328007936478
1,P,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.177040576934814,0.255583047866821,0.167647287249565,0.307998120784759,0.091730929911137
1,N,AGREEMENT,SUBJECTIVE,92,NONIRONIC,0.799921095371246,0.032723695039749,0.02650897204876,0.11790869385004,0.022937517613173
1,N,DISAGREEMENT,SUBJECTIVE,94,NONIRONIC,0.4608353972435,0.059077851474285,0.05924041569233,0.387308388948441,0.033537909388542
1,N+,AGREEMENT,SUBJECTIVE,82,IRONIC,0.559418082237244,0.021596308797598,0.015488991513848,0.332709431648254,0.070787273347378
1,N,AGREEMENT,SUBJECTIVE,92,NONIRONIC,0.475158482789993,0.083910346031189,0.215255886316299,0.201676517724991,0.023998705670238
1,N,DISAGREEMENT,SUBJECTIVE,83,NONIRONIC,0.555114984512329,0.074979431927204,0.189466789364815,0.160332858562469,0.020105894654989
1,N,AGREEMENT,SUBJECTIVE,92,NONIRONIC,0.52957034111023,0.012168809771538,0.052968733012676,0.340781003236771,0.064511060714722
1,P,AGREEMENT,SUBJECTIVE,97,NONIRONIC,0.388983100652695,0.022135077044368,0.088776186108589,0.45678585767746,0.043319791555405
1,N,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.722891449928284,0.012863261625171,0.060421153903008,0.182057976722717,0.021766154095531
1,N,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.623697996139526,0.031266208738089,0.080372616648674,0.259119659662247,0.005543530452997
1,N,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.655375361442566,0.020893376320601,0.016343245282769,0.290061473846436,0.017326563596726
1,N,DISAGREEMENT,SUBJECTIVE,94,NONIRONIC,0.448411524295807,0.058304030448198,0.090343356132507,0.364752948284149,0.038188137114048
1,P,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.393080115318298,0.07678359746933,0.309230387210846,0.218510001897812,0.002395878313109
1,N,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.517933487892151,0.026783177629113,0.028917862102389,0.401811599731445,0.024553887546063
1,P,DISAGREEMENT,SUBJECTIVE,73,IRONIC,0.530393958091736,0.079733923077583,0.090790636837483,0.286452889442444,0.012628633528948
1,N,AGREEMENT,SUBJECTIVE,92,NONIRONIC,0.701375663280487,0.016379939392209,0.049307856708765,0.226784378290176,0.006152141373605
1,P,DISAGREEMENT,SUBJECTIVE,73,IRONIC,0.493580281734467,0.014291115105152,0.12103097140789,0.363028675317764,0.008068948052824
1,N+,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.547959804534912,0.006352766416967,0.023009216412902,0.406966209411621,0.015712060034275
1,P,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.240858256816864,0.37687623500824,0.078237362205982,0.286315500736237,0.017712652683258
1,N,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.347158551216125,0.047405913472176,0.022581640630961,0.565349102020264,0.017504863440991
1,N,DISAGREEMENT,SUBJECTIVE,84,IRONIC,0.519677937030792,0.034188695251942,0.15608686208725,0.266152858734131,0.023893639445305
1,N,DISAGREEMENT,SUBJECTIVE,83,NONIRONIC,0.674797236919403,0.020291762426496,0.03461929410696,0.256278157234192,0.014013587497175
1,N,DISAGREEMENT,SUBJECTIVE,83,NONIRONIC,0.638342678546906,0.031529642641544,0.027923125773668,0.278269082307816,0.023935465142131
1,P,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.754248082637787,0.024006210267544,0.018085960298777,0.201917856931686,0.001741829677485
1,N,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.392918914556503,0.063462816178799,0.072020500898361,0.452671200037003,0.018926598131657
1,P,DISAGREEMENT,SUBJECTIVE,81,NONIRONIC,0.638546288013458,0.042333289980888,0.043029457330704,0.256720334291458,0.019370613619685
1,N,DISAGREEMENT,SUBJECTIVE,94,NONIRONIC,0.349240958690643,0.086505487561226,0.091934733092785,0.41134324669838,0.060975547879934
1,N,DISAGREEMENT,SUBJECTIVE,84,NONIRONIC,0.274032324552536,0.092076703906059,0.12959697842598,0.425226926803589,0.079067066311836
1,N,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.572035431861877,0.082995384931564,0.161067813634872,0.150442466139793,0.033458903431892
1,N,AGREEMENT,SUBJECTIVE,90,IRONIC,0.774162650108337,0.054018400609493,0.017558762803674,0.143656313419342,0.010603846982122
1,P,AGREEMENT,SUBJECTIVE,92,NONIRONIC,0.393945157527924,0.030895547941327,0.039616897702217,0.526696562767029,0.008845833130181
1,N,DISAGREEMENT,SUBJECTIVE,94,NONIRONIC,0.510823249816895,0.014458280056715,0.035069294273853,0.427917808294296,0.011731366626918
1,NEU,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.479122340679169,0.040430568158627,0.081711933016777,0.38928747177124,0.009447676129639
1,P,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.451818406581879,0.061003141105175,0.10847070813179,0.299522638320923,0.079185135662556
1,P,DISAGREEMENT,SUBJECTIVE,71,IRONIC,0.387084782123566,0.142949149012566,0.069253630936146,0.249179005622864,0.15153343975544
1,N,DISAGREEMENT,SUBJECTIVE,81,NONIRONIC,0.376284778118134,0.045536331832409,0.099409267306328,0.425158858299255,0.053610846400261
1,N,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.888545274734497,0.012546586804092,0.011131816543639,0.085577264428139,0.002199110807851
1,N,AGREEMENT,SUBJECTIVE,92,NONIRONIC,0.64007443189621,0.010605290532112,0.214864522218704,0.129443019628525,0.005012740846723
1,N,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.519555449485779,0.022191500291228,0.033059522509575,0.408859729766846,0.016333859413862
1,NEU,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.508779942989349,0.119669049978256,0.081680864095688,0.281397789716721,0.008472351357341
1,NEU,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.423179626464844,0.066029354929924,0.094736486673355,0.38855654001236,0.027498003095388
1,P+,AGREEMENT,SUBJECTIVE,90,NONIRONIC,0.570692479610443,0.010155784897506,0.212181985378265,0.184056028723717,0.022913683205843
1,NEU,DISAGREEMENT,OBJECTIVE,86,NONIRONIC,0.666849374771118,0.015516426414251,0.038709875196219,0.274583578109741,0.004340698476881
1,P,AGREEMENT,SUBJECTIVE,90,NONIRONIC,0.653774619102478,0.038539946079254,0.050356216728687,0.241137057542801,0.01619216054678
1,P,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.353215932846069,0.148391619324684,0.055700302124024,0.400757610797882,0.041934505105019
1,P,AGREEMENT,SUBJECTIVE,92,NONIRONIC,0.228114888072014,0.01059839874506,0.079316131770611,0.537913799285889,0.144056722521782
1,N,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.16781921684742,0.007098218426108,0.04884035512805,0.739339947700501,0.036902252584696
1,N,AGREEMENT,SUBJECTIVE,92,NONIRONIC,0.498785257339478,0.053792174905539,0.028717152774334,0.402976393699646,0.015728998929262
1,N,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.460364758968353,0.029798541218042,0.03050291724503,0.314420133829117,0.164913699030876
1,N,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.309594511985779,0.103982798755169,0.161485105752945,0.406128227710724,0.018809353932738
1,NEU,DISAGREEMENT,SUBJECTIVE,73,IRONIC,0.532156884670258,0.057018548250198,0.093831345438957,0.26650869846344,0.050484519451857
1,NEU,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.487992405891418,0.084135681390762,0.038097448647022,0.325227588415146,0.064546898007393
1,NEU,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.15300065279007,0.12153971940279,0.042608197778463,0.553237318992615,0.12961408495903
1,NEU,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.283995449542999,0.195671916007996,0.097250565886498,0.367419958114624,0.055662140250206
1,N,DISAGREEMENT,SUBJECTIVE,91,NONIRONIC,0.760089039802551,0.018147869035602,0.04146795719862,0.174646481871605,0.005648695863783
1,NEU,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.777677536010742,0.025116678327322,0.030090194195509,0.160060852766037,0.007054804824293
1,P,DISAGREEMENT,SUBJECTIVE,84,IRONIC,0.160451799631119,0.109193459153175,0.257105976343155,0.457092463970184,0.016156286001206
1,NEU,DISAGREEMENT,SUBJECTIVE,73,IRONIC,0.5958651304245,0.011253168806434,0.132043734192848,0.24580192565918,0.015036067925394
1,NEU,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.491400897502899,0.030333198606968,0.070214077830315,0.386511653661728,0.02154017239809
1,N+,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.194789826869965,0.037402242422104,0.025777440518141,0.545350313186646,0.196680143475533
1,P,DISAGREEMENT,SUBJECTIVE,73,IRONIC,0.182828679680824,0.281548976898193,0.138832911849022,0.316820323467255,0.079969123005867
1,P,DISAGREEMENT,SUBJECTIVE,84,NONIRONIC,0.110445961356163,0.424493730068207,0.047477550804615,0.221582263708115,0.196000456809998
